2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041
211000,245417.08446645725,281244.1017078953,317760.75186722947,353945.3225704661,388629.61601198226,420710.16651920206,449341.7016733119,474046.4760462236,494720.92708241165,511565.16389365896,524978.3141808196,535456.3800180267,543512.8665405056,549627.5204325502,554219.6058012516,557638.834413185,560167.1730745565,562026.2833944401,563387.1019151222
184000,214013.00256790585,245255.51997276177,277099.42342924274,308653.74100931635,338899.7599346196,366875.2163011051,391843.0005113241,413386.500438413,431415.4056074111,446104.21875086846,457800.99435673363,466938.2650394166,473963.82674622285,479296.0367753045,483300.5093243142,486282.2063129197,488487.0134868171,490108.2281733506,491294.9135184004
195000,226807.25815620457,259917.53475374207,293665.14982990397,327105.8668305255,359160.0716698414,388807.97379736684,415268.39728102286,438099.8238341877,457206.543986115,472773.4926979313,485169.53206284274,494853.05262329476,502298.62073648616,507949.60419121943,512193.47455565905,515353.42516858334,517690.0414670072,519408.1765967575,520665.80508743523
191000,222154.8015786414,254585.8930152038,287641.24932057265,320396.0028955404,351792.68558430625,380832.425616908,406750.0711829506,429113.16078117874,447827.9482120409,463075.57489899936,475217.33653334854,484702.2207746118,491995.05928548134,497530.12513088674,501686.9417442609,504782.0728574329,507070.7585651199,508753.6498973368,509985.48088051344
245000,284962.9653757442,326563.05648547085,368963.90619654604,410979.16601783974,451252.3977390315,488502.3260531019,521747.47350692615,550433.1119967999,574438.991162042,593997.4651845803,609571.9761815204,621738.4507318318,631093.1388740467,638193.0924453783,643525.1346981358,647495.3290579637,650431.0777405988,652589.7603395157,654169.857673957
217000,252395.769332802,289241.5643157027,326796.6026312265,364010.1184729438,399680.69514028507,432673.48878989025,462119.1908204203,487526.4706257371,508788.8207435229,526112.0405920568,539906.6074750609,550682.627791051,558968.2087170128,565256.7390230494,569979.4050183488,573495.8628799106,576096.0974273875,578008.0734435711,579407.5882255048
108000,125616.3275942056,143954.32694053408,162645.31375194681,181166.32624459875,198919.42430945064,215339.80087238777,229994.8046479511,242639.90243124243,253222.0859000022,261843.78057116194,268709.2792963437,274072.4599144402,278196.1591771308,281325.9346289831,283676.38590774965,285426.51240106154,286720.63835095783,287672.220884358,288368.7535868872
151000,175630.23580300968,201269.4756298208,227402.24422725898,253297.36354568898,278118.8247289541,301076.94381231995,321566.81020222796,339246.53025108896,354041.99047129933,366096.3969096801,375695.3812384064,383193.9022877821,388959.4447754329,393335.3345275597,396621.61363027955,399068.5497459286,400877.9295462466,402208.38290313014,403182.238811296
128000,148878.61048202147,170612.53563322558,192764.81629860366,214715.64591952442,235756.35473712668,255217.54177468183,272586.4351383124,287573.2176962873,300115.06477037293,310333.36956582154,318470.2569438147,324826.61915785505,329713.966432155,333423.32993064664,336209.0499647403,338283.2739568137,339817.05286039447,340944.85438146134,341770.37462149595
156000,181445.80652496364,207934.02780299366,234932.1198639232,261684.69346442042,287328.05733587313,311046.3790378935,332214.7178248183,350479.85906735016,365765.23518889205,378218.79415834503,388135.62565027416,395882.44209863583,401838.89658918895,406359.6833529756,409754.77964452724,412282.7401348667,414152.0331736058,415526.541277406,416532.6440699482
135000,157020.409492757,179942.9086756676,203306.64218993354,226457.90780574843,248649.2803868133,269174.75109048473,287493.5058099389,303299.878039053,316527.6073750027,327304.72571395244,335886.5991204296,342590.57489305025,347745.1989714135,351657.41828622884,354595.48238468706,356783.14050132694,358400.79793869733,359590.2761054475,360460.941983609
147000,170977.77922544652,195937.8338912825,221378.34371792764,246587.49961070385,270751.43864341895,293101.3956318612,313048.4841041557,330259.86719807994,344663.3946972252,356398.4791107482,365743.1857089122,373043.0704390991,378655.88332442805,382915.855467227,386115.08081888146,388497.1974347782,390258.6466443593,391553.8562037095,392501.9146043742
168000,195403.17625765316,223928.95301860856,253003.8213919173,281814.28526937583,309430.21559247875,334973.0235792699,357769.69611903507,377439.8482263771,393901.0225111145,407312.5475551408,417992.2122387568,426334.9376446847,432749.58094220347,437618.1205339737,441274.37807872164,443996.79706831794,446009.88187926775,447490.121375668,448573.6166907134
160000,186098.26310252683,213265.66954153197,240956.02037325455,268394.5573994055,294695.44342140836,319021.92721835227,340733.0439228905,359466.5221203591,375143.8309629662,387916.711957277,398087.8211797684,406033.2739473188,412142.4580401938,416779.1624133083,420261.3124559254,422854.0924460171,424771.3160754931,426181.0679768266,427212.9682768699
157000,182608.92066935444,209266.93823762826,236438.09499125605,263362.15944816667,289169.9038572569,313040.26608300814,334344.29934933636,352726.5248306024,368109.8841324106,380643.273608078,390623.67453264777,398420.15006080654,404414.78695194016,408964.5531180587,412381.4128473768,414925.5782126543,416806.8538990776,418190.1729522611,419202.7251216786
160000,186098.26310252683,213265.66954153197,240956.02037325455,268394.5573994055,294695.44342140836,319021.92721835227,340733.0439228905,359466.5221203591,375143.8309629662,387916.711957277,398087.8211797684,406033.2739473188,412142.4580401938,416779.1624133083,420261.3124559254,422854.0924460171,424771.3160754931,426181.0679768266,427212.9682768699
157000,182608.92066935444,209266.93823762826,236438.09499125605,263362.15944816667,289169.9038572569,313040.26608300814,334344.29934933636,352726.5248306024,368109.8841324106,380643.273608078,390623.67453264777,398420.15006080654,404414.78695194016,408964.5531180587,412381.4128473768,414925.5782126543,416806.8538990776,418190.1729522611,419202.7251216786
58000,67460.62037466597,77308.80520880534,87346.55738530478,97293.0270572845,106827.09824026053,115645.4486166527,123515.72842204782,130306.61426863019,135989.63872407525,140619.8080845129,144306.83517766604,147187.06180590307,149401.64103957024,151082.44637482424,152344.72576527295,153284.6085116812,153979.60207736626,154490.63714159967,154864.70100036534
60000,69786.84866344756,79974.62607807449,90358.50763997046,100647.95902477708,110510.79128302813,119633.22270688211,127774.89147108395,134799.94579513467,140678.93661111232,145468.76698397886,149282.93294241314,152262.47773024454,154553.42176507268,156292.1859049906,157597.99217097202,158570.2846672564,159289.24352830992,159817.90049131,160204.8631038262
160000,186098.26310252683,213265.66954153197,240956.02037325455,268394.5573994055,294695.44342140836,319021.92721835227,340733.0439228905,359466.5221203591,375143.8309629662,387916.711957277,398087.8211797684,406033.2739473188,412142.4580401938,416779.1624133083,420261.3124559254,422854.0924460171,424771.3160754931,426181.0679768266,427212.9682768699
194000,225644.14401181377,258584.6243191075,292159.1747025712,325428.40084677923,357318.2251484576,386814.08675225213,413138.8157565048,435853.15807093546,454861.8950425965,470349.0132481983,482681.4831804692,492315.344661124,499722.73037373496,505344.7344261363,509566.8413528095,512710.58709079574,515035.22074153536,516744.5449219023,517995.7240357048
158000,183772.03481374524,210599.84867226283,237944.0701185889,265039.62543191295,291011.7503786408,315034.15312812285,336473.8808738544,354973.19059385464,370454.5330759291,383067.753057811,393111.7234150213,400957.8580229773,406990.67731469136,411569.4228831419,415008.0460502263,417568.4162904419,419461.67462454946,420853.8046271163,421872.80617340904
226000,262863.79663231916,301237.7582274139,340350.37877722207,379107.3123266603,416257.3138327393,450618.4721959226,481285.4245410829,507746.4624950073,529890.6612351898,547932.3556396536,562299.0474164229,573521.9994505878,582151.2219817737,588700.566908798,593619.1038439946,597281.4055799991,599989.4839566341,601980.7585172676,603438.3176910788
224000,260537.56834353754,298571.9373581448,337338.4285225564,375752.38035916776,412573.6207899717,446630.6981056932,477026.26149204676,503253.1309685028,525201.3633481527,543083.3967401878,557322.9496516758,568446.5835262462,576999.4412562713,583490.8273786316,588365.8374382955,591995.7294244239,594679.8425056903,596653.4951675573,598098.1555876179
201000,233785.94302254933,267914.9973615495,302701.00059390103,337170.6627330032,370211.1507981442,400771.29606805503,428045.88642813126,451579.8184137012,471274.43764722627,487320.36939632916,500097.82535708405,510079.3003963192,517753.96291299345,523578.8227817185,527953.2737727562,531210.453635309,533618.9658198382,535389.9666458885,536686.2913978178
172000,200055.63283521633,229260.59475714687,259027.72190124865,288524.14920436096,316797.601678014,342948.5717597287,366288.0222171073,386426.51127938606,403279.6182851887,417010.46535407274,427944.407768251,436485.7694933677,443053.1423932083,448037.5995943064,451780.9108901198,454568.14937946835,456629.16478115506,458144.6480750886,459253.9408976352
177000,205871.2035571703,235925.14693031975,266557.59753791284,296911.4791230924,326006.834284933,352918.0069853022,376935.92983969767,397659.8400956473,415002.86300278135,429132.8626027376,440384.6521801188,449174.3093042214,455932.59420696436,461061.94841972226,464914.0769043674,467782.3397684064,469903.26840851427,471462.80644936446,472604.34615628736
168000,195403.17625765316,223928.95301860856,253003.8213919173,281814.28526937583,309430.21559247875,334973.0235792699,357769.69611903507,377439.8482263771,393901.0225111145,407312.5475551408,417992.2122387568,426334.9376446847,432749.58094220347,437618.1205339737,441274.37807872164,443996.79706831794,446009.88187926775,447490.121375668,448573.6166907134
287000,333813.7594401575,382545.294740123,432214.86154452537,481432.7373351837,528609.9516371512,572245.5819479194,611189.8975366849,644793.0740533943,672914.2467898206,695825.6020733655,714070.0292412096,728322.185143003,739280.5341095976,747597.6225788717,753843.7292178161,758494.5283250432,761933.5482104158,764462.2906834328,766313.2618466354
197000,229133.48644498616,262583.35562301124,296677.10008456965,330460.7987980181,362843.76471260906,392795.74788759626,419527.560330059,442593.1553606922,461895.8418731521,477622.4515973972,490145.62982758984,499928.46854763624,507450.4014619886,513159.3437213858,517446.7409613581,520639.10132415855,522999.6829179509,524735.4399464678,526005.967190896
96000,111658.95786151609,127959.40172491918,144573.61222395275,161036.73443964333,176817.26605284502,191413.15633101136,204439.82635373433,215679.9132722155,225086.29857777973,232750.02717436617,238852.69270786105,243619.96436839126,247285.47482411627,250067.49744798496,252156.78747355522,253712.45546761024,254862.78964529585,255708.640786096,256327.78096612194
139000,161672.8660703202,185274.5504142059,209330.5426992649,233167.77174073356,256016.6664723485,277150.29927094356,296011.83190801117,312286.541092062,325906.2031490769,337002.64351288433,345838.7946499238,352741.4067417332,358048.76042241836,362076.89734656154,365102.01519608515,367354.49281247734,369020.08084058465,370244.80280486814,371141.26619053073
153000,177956.46409179128,203935.29649908995,230414.19448192467,256652.29551318154,281802.51777172176,305064.71790254937,325825.9732512641,343739.86177759344,358731.28835833643,370945.3558091461,380671.4790031535,388269.3182121236,394111.2255009353,398545.074057726,401874.8800359786,404354.2259015039,406187.57099719025,407535.64625284047,408522.4009147569
117000,136084.35489372275,155950.52085224524,176199.0898979424,196263.5200983153,215496.04300190485,233284.7842784201,249161.0383686137,262859.8943005126,274323.926391669,283664.09561875876,291101.71923770563,296911.83157397684,301379.1724418917,304769.7625147317,307316.08473339543,309212.05510115,310614.02488020435,311644.90595805447,312399.4830524611
160000,186098.26310252683,213265.66954153197,240956.02037325455,268394.5573994055,294695.44342140836,319021.92721835227,340733.0439228905,359466.5221203591,375143.8309629662,387916.711957277,398087.8211797684,406033.2739473188,412142.4580401938,416779.1624133083,420261.3124559254,422854.0924460171,424771.3160754931,426181.0679768266,427212.9682768699
137000,159346.6377815386,182608.72954493674,206318.59244459923,229812.839773241,252332.97342958092,273162.52518071415,291752.668858975,307793.20956555754,321216.9052620398,332153.68461341836,340862.6968851767,347665.9908173917,352896.9796969159,356867.1578163952,359848.74879038613,362068.81665690214,363710.439389641,364917.5394551578,365801.10408706986
153000,177956.46409179128,203935.29649908995,230414.19448192467,256652.29551318154,281802.51777172176,305064.71790254937,325825.9732512641,343739.86177759344,358731.28835833643,370945.3558091461,380671.4790031535,388269.3182121236,394111.2255009353,398545.074057726,401874.8800359786,404354.2259015039,406187.57099719025,407535.64625284047,408522.4009147569
156000,181445.80652496364,207934.02780299366,234932.1198639232,261684.69346442042,287328.05733587313,311046.3790378935,332214.7178248183,350479.85906735016,365765.23518889205,378218.79415834503,388135.62565027416,395882.44209863583,401838.89658918895,406359.6833529756,409754.77964452724,412282.7401348667,414152.0331736058,415526.541277406,416532.6440699482
142000,165162.20850349255,189273.28171810962,213848.46808126342,238200.1696919724,261542.2060364999,283131.96040628763,302400.57648156537,319026.53838181874,332940.1499796325,344276.0818620833,353302.94129704445,360354.53062824544,365776.431510672,369891.5066418111,372981.91480463377,375283.00704584015,376984.54301700013,378235.69782943366,379151.50934572204
150000,174467.12165861888,199936.5651951862,225896.26909992614,251619.8975619427,276276.9782075703,299083.05676720524,319437.2286777099,336999.8644878367,351697.3415277808,363671.9174599471,373207.33235603286,380656.19432561134,386383.55441268167,390730.4647624765,393994.98042743007,396425.711668141,398223.10882077477,399544.75122827495,400512.15775956557
148000,172140.89336983731,197270.74432591707,222884.31884526048,248264.96559445013,272593.28516480274,295095.2826769759,315178.06562867376,332506.5329613322,347008.0436407437,358822.9585604812,368231.23459128576,375580.77840126987,381231.77368717926,385520.7252323101,388741.714021731,391140.0355125658,392913.4673698311,394217.4878785646,395171.9956561047
70000,81417.99010735548,93303.73042442024,105418.25891329887,117422.61886223992,128929.25649686616,139572.0931580291,149070.7067162646,157266.60342765713,164125.4260462977,169713.56148130866,174163.42176614868,177639.55735195195,180312.32539258478,182340.88355582237,183864.32419946734,184998.66544513247,185837.45078302824,186454.21723986167,186905.67362113058
139000,161672.8660703202,185274.5504142059,209330.5426992649,233167.77174073356,256016.6664723485,277150.29927094356,296011.83190801117,312286.541092062,325906.2031490769,337002.64351288433,345838.7946499238,352741.4067417332,358048.76042241836,362076.89734656154,365102.01519608515,367354.49281247734,369020.08084058465,370244.80280486814,371141.26619053073
269000,312877.7048411232,358552.90691670065,405107.30925253424,451238.3496277506,495456.7142522428,536355.6151358548,572857.4300953597,604353.0903148538,630710.5658064869,652184.9719781718,669285.1493584856,682643.4418239297,692914.5075800758,700709.9668073745,706564.3315665246,710923.4429248662,714146.7751519228,716516.9205360397,718251.8029154876
