Periods,Solar PV,Wind
1,0.0,7587.253601769407
2,0.0,8317.480356034239
3,0.0,9047.707110299078
4,0.0,9993.29632031927
5,0.0,10963.12872832725
6,0.0,11932.96113633523
7,0.0,12902.793544343218
8,41.19262339490442,13872.625952351198
9,162.7531699697041,14950.217516804509
10,247.0281025456316,15920.049924812492
11,310.93706684902986,12040.720292780567
12,342.6588656265718,10639.851258991263
13,360.00799193176954,8642.025580151947
14,344.4145287388305,8074.07143794596
15,290.68181917621325,6938.163153533998
16,64.71037267781148,6370.2090113280165
17,57.419767509079946,6370.2090113280165
18,39.5354547172575,3326.411511068373
19,9.732356137281418,2048.5146911049164
20,0.0,2367.98889609578
21,0.0,412.12619906962226
22,0.0,0.0
23,0.0,152.23646881911748
24,0.0,18161.37982725263
25,0.0,24621.858194845674
26,0.0,10639.851258991263
27,0.0,4747.482890739503
28,0.0,2367.98889609578
29,0.0,816.2570432830095
30,0.0,496.78283829214564
31,0.0,816.2570432830095
32,43.28478290121627,8642.025580151947
33,157.34973220976164,12040.720292780567
34,246.0118682486132,15057.976673249845
35,302.27290652389865,12795.034387897882
36,342.36137945661983,8642.025580151947
37,362.0964165786186,4747.482890739503
38,346.7344915516885,3326.411511068373
39,293.5226934451195,2687.4631010866456
40,60.33404418433246,2048.5146911049164
41,51.67984903407451,1729.0404861140526
42,38.20371577194841,496.78283829214564
43,9.731937556371015,234.64052963025327
44,0.0,323.38336434993766
45,0.0,323.38336434993766
46,0.0,2367.98889609578
47,0.0,816.2570432830095
48,0.0,15057.976673249845
49,0.0,25544.783675930397
50,0.0,9209.979722357926
51,0.0,3006.937306077509
52,0.0,1729.0404861140526
53,0.0,1729.0404861140526
54,0.0,1409.5662811231873
55,0.0,816.2570432830095
56,42.3902631206613,9209.979722357926
57,151.40859762236494,12040.720292780567
58,207.71736335054624,10639.851258991263
59,308.38380794426155,8642.025580151947
60,348.9697207214629,7506.117295739982
61,364.0041539869409,5234.300726916051
62,343.07457372792805,3645.8857160592397
63,294.6139781330928,3326.411511068373
64,60.32780206023162,3326.411511068373
65,52.14577353925749,4179.528748533515
66,38.25047064839786,2367.98889609578
67,10.179199485311663,496.78283829214564
68,0.0,2048.5146911049164
69,0.0,1135.7312482738735
70,0.0,1135.7312482738735
71,0.0,496.78283829214564
72,0.0,8074.07143794596
73,0.0,20007.23078942208
74,0.0,9885.537163873942
75,0.0,5802.254869122039
76,0.0,4179.528748533515
77,0.0,3645.8857160592397
78,0.0,4747.482890739503
79,0.0,4747.482890739503
80,46.416714075005615,16566.604863484477
81,162.57092076992942,14303.662578132522
82,248.82259959470065,8642.025580151947
83,314.6152333290085,6938.163153533998
84,348.8331020859621,5234.300726916051
85,364.02339008117343,5234.300726916051
86,349.8153952986904,4747.482890739503
87,297.2288800951317,4179.528748533515
88,59.11131698784908,3326.411511068373
89,50.88278261523485,3006.937306077509
90,37.39627023331781,1409.5662811231873
91,10.620153759550211,367.75478170978005
92,0.0,496.78283829214564
93,0.0,279.01194699009545
94,0.0,0.0
95,0.0,0.0
96,0.0,20930.156270506784
97,0.0,27350.95600320225
98,0.0,15057.976673249845
99,0.0,12795.034387897882
100,0.0,10639.851258991263
101,0.0,8642.025580151947
102,0.0,4747.482890739503
103,0.0,2367.98889609578
