2022,2023,2024,2025,2026
150,174.4671217,199.9365652,225.8962691,251.6198976
195,226.8072582,259.9175348,293.6651498,327.1058668
211,245.4170845,281.2441017,317.7607519,353.9453226
217,252.3957693,289.2415643,326.7966026,364.0101185
252,293.1047644,335.8934295,379.5057321,422.7214279
173,201.218747,230.5935052,260.533697,290.2016152
116,134.9212407,154.6176104,174.6931148,194.5860541
140,162.8359802,186.6074608,210.8365178,234.8452377
166,193.076948,221.2631321,249.9918711,278.4593533
111,129.10567,147.9530582,167.1632391,186.1987242
134,155.8572953,178.6099982,201.8006671,224.7804418
188,218.6654591,250.5871617,283.1233239,315.3636049
161,187.2613772,214.59858,242.4619955,270.0720234
157,182.6089207,209.2669382,236.438095,263.3621594
176,204.7080894,234.5922365,265.0516224,295.2340131
151,175.6302358,201.2694756,227.4022442,253.2973635
150,174.4671217,199.9365652,225.8962691,251.6198976
90,104.680273,119.9619391,135.5377615,150.9719385
24,27.91473947,31.98985043,36.14340306,40.25918361
200,232.6228289,266.5820869,301.1950255,335.4931967
170,197.7294045,226.5947739,256.0157716,285.1692172
167,194.2400621,222.5960426,251.4978463,280.1368193
231,268.6793674,307.9023104,347.8802544,387.4946422
210,244.2539703,279.9111913,316.2547767,352.2678566
192,223.3179157,255.9188034,289.1472244,322.0734689
202,234.9490572,269.2479078,304.2069757,338.8481287
192,223.3179157,255.9188034,289.1472244,322.0734689
197,229.1334864,262.5833556,296.6771001,330.4607988
202,234.9490572,269.2479078,304.2069757,338.8481287
219,254.7219976,291.9073852,329.8085529,367.3650504
100,116.3114144,133.2910435,150.5975127,167.7465984
44,51.17702235,58.64805912,66.2629056,73.80850328
158,183.7720348,210.5998487,237.9440701,265.0396254
145,168.6515509,193.272013,218.3663935,243.2325676
151,175.6302358,201.2694756,227.4022442,253.2973635
141,163.9990944,187.9403713,212.342493,236.5227037
147,170.9777792,195.9378339,221.3783437,246.5874996
177,205.8712036,235.9251469,266.5575975,296.9114791
152,176.7933499,202.6023861,228.9082194,254.9748295
140,162.8359802,186.6074608,210.8365178,234.8452377
130,151.2048388,173.2783565,195.7767666,218.0705779
108,125.6163276,143.9543269,162.6453138,181.1663262
165,191.9138338,219.9302217,248.485896,276.7818873
245,284.9629654,326.5630565,368.9639062,410.979166
180,209.360546,239.9238782,271.0755229,301.9438771
316,367.5440696,421.1996973,475.8881402,530.0792509
203,236.1121713,270.5808182,305.7129508,340.5255947
219,254.7219976,291.9073852,329.8085529,367.3650504
235,273.3318239,313.2339521,353.9041549,394.2045062
195,226.8072582,259.9175348,293.6651498,327.1058668
172,200.0556328,229.2605948,259.0277219,288.5241492
153,177.9564641,203.9352965,230.4141945,256.6522955
157,182.6089207,209.2669382,236.438095,263.3621594
161,187.2613772,214.59858,242.4619955,270.0720234
85,98.86470227,113.2973869,128.0078858,142.5846086
116,134.9212407,154.6176104,174.6931148,194.5860541
142,165.1622085,189.2732817,213.8484681,238.2001697
149,173.3040075,198.6036548,224.390294,249.9424316
154,179.1195782,205.2682069,231.9201696,258.3297615
175,203.5449753,233.2593261,263.5456473,293.5565472
169,196.5662904,225.2618635,254.5097965,283.4917513
171,198.8925187,227.9276843,257.5217468,286.8466832
235,273.3318239,313.2339521,353.9041549,394.2045062
136,158.1835236,181.2758191,204.8126173,228.1353738
153,177.9564641,203.9352965,230.4141945,256.6522955
129,150.0417246,171.9454461,194.2707914,216.3931119
101,117.4745286,134.6239539,152.1034879,169.4240644
215,250.069541,286.5757434,323.7846524,360.6551865
205,238.4383996,273.2466391,308.7249011,343.8805267
208,241.927742,277.2453704,313.2428265,348.9129246
203,236.1121713,270.5808182,305.7129508,340.5255947
214,248.9064269,285.242833,322.2786772,358.9777205
206,239.6015137,274.5795495,310.2308762,345.5579927
196,227.9703723,261.2504452,295.171125,328.7833328
185,215.1761167,246.5884304,278.6053986,310.331207
194,225.644144,258.5846243,292.1591747,325.4284008
195,226.8072582,259.9175348,293.6651498,327.1058668
184,214.0130026,245.25552,277.0994234,308.653741
94,109.3327296,125.2935809,141.561662,157.6818025
114,132.5950125,151.9517895,171.6811645,191.2311221
151,175.6302358,201.2694756,227.4022442,253.2973635
151,175.6302358,201.2694756,227.4022442,253.2973635
151,175.6302358,201.2694756,227.4022442,253.2973635
180,209.360546,239.9238782,271.0755229,301.9438771
178,207.0343177,237.2580574,268.0635727,298.5889451
179,208.1974318,238.5909678,269.5695478,300.2664111
179,208.1974318,238.5909678,269.5695478,300.2664111
184,214.0130026,245.25552,277.0994234,308.653741
164,190.7507197,218.5973113,246.9799209,275.1044213
88,102.3540447,117.2961182,132.5258112,147.6170066
101,117.4745286,134.6239539,152.1034879,169.4240644
177,205.8712036,235.9251469,266.5575975,296.9114791
172,200.0556328,229.2605948,259.0277219,288.5241492
163,189.5876055,217.2644008,245.4739458,273.4269554
175,203.5449753,233.2593261,263.5456473,293.5565472
232,269.8424815,309.2352208,349.3862295,389.1721082
215,250.069541,286.5757434,323.7846524,360.6551865
201,233.785943,267.9149974,302.7010006,337.1706627
191,222.1548016,254.585893,287.6412493,320.3960029
180,209.360546,239.9238782,271.0755229,301.9438771
186,216.3392309,247.9213408,280.1113737,312.008673
184,214.0130026,245.25552,277.0994234,308.653741
80,93.04913155,106.6328348,120.4780102,134.1972787
111,129.10567,147.9530582,167.1632391,186.1987242
135,157.0204095,179.9429087,203.3066422,226.4579078
153,177.9564641,203.9352965,230.4141945,256.6522955
162,188.4244914,215.9314904,243.9679706,271.7494894
179,208.1974318,238.5909678,269.5695478,300.2664111
225,261.7006825,299.9048478,338.8444036,377.4298463
208,241.927742,277.2453704,313.2428265,348.9129246
144,167.4884368,191.9391026,216.8604183,241.5551017
159,184.935149,211.9327591,239.4500452,266.7170914
167,194.2400621,222.5960426,251.4978463,280.1368193
178,207.0343177,237.2580574,268.0635727,298.5889451
197,229.1334864,262.5833556,296.6771001,330.4607988
205,238.4383996,273.2466391,308.7249011,343.8805267
272,316.3670473,362.5516382,409.6252346,456.2707476
265,308.2252483,353.2212652,399.0834087,444.5284857
220,255.8851118,293.2402956,331.314528,369.0425164
244,283.7998512,325.2301461,367.4579311,409.3017
250,290.7785361,333.2276087,376.4937818,419.3664959
197,229.1334864,262.5833556,296.6771001,330.4607988
189,219.8285733,251.9200721,284.6292991,317.0410709
187,217.502345,249.2542513,281.6173488,313.686139
238,276.8211664,317.2326834,358.4220803,399.2369041
201,233.785943,267.9149974,302.7010006,337.1706627
89,103.5171589,118.6290287,134.0317863,149.2944726
148,172.1408934,197.2707443,222.8843188,248.2649656
150,174.4671217,199.9365652,225.8962691,251.6198976
152,176.7933499,202.6023861,228.9082194,254.9748295
172,200.0556328,229.2605948,259.0277219,288.5241492
175,203.5449753,233.2593261,263.5456473,293.5565472
183,212.8498884,243.9226095,275.5934483,306.976275
187,217.502345,249.2542513,281.6173488,313.686139
180,209.360546,239.9238782,271.0755229,301.9438771
180,209.360546,239.9238782,271.0755229,301.9438771
184,214.0130026,245.25552,277.0994234,308.653741
91,105.8433871,121.2948496,137.0437366,152.6494045
108,125.6163276,143.9543269,162.6453138,181.1663262
260,302.4096775,346.556713,391.5535331,436.1411558
250,290.7785361,333.2276087,376.4937818,419.3664959
286,332.6506453,381.2123843,430.7088864,479.7552714
218,253.5588835,290.5744748,328.3025778,365.6875845
250,290.7785361,333.2276087,376.4937818,419.3664959
244,283.7998512,325.2301461,367.4579311,409.3017
217,252.3957693,289.2415643,326.7966026,364.0101185
219,254.7219976,291.9073852,329.8085529,367.3650504
174,202.3818611,231.9264156,262.0396722,291.8790812
192,223.3179157,255.9188034,289.1472244,322.0734689
220,255.8851118,293.2402956,331.314528,369.0425164
98,113.9851862,130.6252226,147.5855625,164.3916664
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
3,3.489342433,3.998731304,4.517925382,5.032397951
153,177.9564641,203.9352965,230.4141945,256.6522955
201,233.785943,267.9149974,302.7010006,337.1706627
188,218.6654591,250.5871617,283.1233239,315.3636049
190,220.9916874,253.2529826,286.1352742,318.7185369
184,214.0130026,245.25552,277.0994234,308.653741
172,200.0556328,229.2605948,259.0277219,288.5241492
89,103.5171589,118.6290287,134.0317863,149.2944726
109,126.7794417,145.2872374,164.1512889,182.8437922
172,200.0556328,229.2605948,259.0277219,288.5241492
159,184.935149,211.9327591,239.4500452,266.7170914
158,183.7720348,210.5998487,237.9440701,265.0396254
218,253.5588835,290.5744748,328.3025778,365.6875845
214,248.9064269,285.242833,322.2786772,358.9777205
194,225.644144,258.5846243,292.1591747,325.4284008
233,271.0055956,310.5681313,350.8922047,390.8495742
196,227.9703723,261.2504452,295.171125,328.7833328
203,236.1121713,270.5808182,305.7129508,340.5255947
199,231.4597147,265.2491765,299.6890503,333.8157308
224,260.5375683,298.5719374,337.3384285,375.7523804
117,136.0843549,155.9505209,176.1990899,196.2635201
125,145.389268,166.6138043,188.2468909,209.683248
153,177.9564641,203.9352965,230.4141945,256.6522955
151,175.6302358,201.2694756,227.4022442,253.2973635
163,189.5876055,217.2644008,245.4739458,273.4269554
196,227.9703723,261.2504452,295.171125,328.7833328
168,195.4031763,223.928953,253.0038214,281.8142853
192,223.3179157,255.9188034,289.1472244,322.0734689
162,188.4244914,215.9314904,243.9679706,271.7494894
175,203.5449753,233.2593261,263.5456473,293.5565472
149,173.3040075,198.6036548,224.390294,249.9424316
123,143.0630398,163.9479835,185.2349407,206.328316
100,116.3114144,133.2910435,150.5975127,167.7465984
264,307.0621341,351.8883547,397.5774336,442.8510197
260,302.4096775,346.556713,391.5535331,436.1411558
248,288.4523078,330.5617878,373.4818316,416.011564
242,281.4736229,322.5643252,364.4459808,405.9467681
237,275.6580522,315.899773,356.9161052,397.5594381
227,264.0269108,302.5706687,341.8563539,380.7847783
206,239.6015137,274.5795495,310.2308762,345.5579927
196,227.9703723,261.2504452,295.171125,328.7833328
198,230.2966006,263.9162661,298.1830752,332.1382648
234,272.1687098,311.9010417,352.3981798,392.5270402
262,304.7359058,349.2225339,394.5654834,439.4960877
108,125.6163276,143.9543269,162.6453138,181.1663262
166,193.076948,221.2631321,249.9918711,278.4593533
141,163.9990944,187.9403713,212.342493,236.5227037
178,207.0343177,237.2580574,268.0635727,298.5889451
184,214.0130026,245.25552,277.0994234,308.653741
184,214.0130026,245.25552,277.0994234,308.653741
186,216.3392309,247.9213408,280.1113737,312.008673
164,190.7507197,218.5973113,246.9799209,275.1044213
171,198.8925187,227.9276843,257.5217468,286.8466832
172,200.0556328,229.2605948,259.0277219,288.5241492
177,205.8712036,235.9251469,266.5575975,296.9114791
80,93.04913155,106.6328348,120.4780102,134.1972787
108,125.6163276,143.9543269,162.6453138,181.1663262
264,307.0621341,351.8883547,397.5774336,442.8510197
261,303.5727917,347.8896234,393.0595082,437.8186218
238,276.8211664,317.2326834,358.4220803,399.2369041
260,302.4096775,346.556713,391.5535331,436.1411558
225,261.7006825,299.9048478,338.8444036,377.4298463
228,265.1900249,303.9035791,343.362329,382.4622443
225,261.7006825,299.9048478,338.8444036,377.4298463
222,258.2113401,295.9061165,334.3264783,372.3974484
210,244.2539703,279.9111913,316.2547767,352.2678566
223,259.3744542,297.2390269,335.8324534,374.0749144
236,274.4949381,314.5668626,355.4101301,395.8819722
124,144.2261539,165.2808939,186.7409158,208.005782
132,153.5310671,175.9441774,198.7887168,221.4255099
146,169.8146651,194.6049235,219.8723686,244.9100336
165,191.9138338,219.9302217,248.485896,276.7818873
184,214.0130026,245.25552,277.0994234,308.653741
197,229.1334864,262.5833556,296.6771001,330.4607988
196,227.9703723,261.2504452,295.171125,328.7833328
185,215.1761167,246.5884304,278.6053986,310.331207
183,212.8498884,243.9226095,275.5934483,306.976275
184,214.0130026,245.25552,277.0994234,308.653741
176,204.7080894,234.5922365,265.0516224,295.2340131
94,109.3327296,125.2935809,141.561662,157.6818025
103,119.8007569,137.2897748,155.1154381,172.7789963
180,209.360546,239.9238782,271.0755229,301.9438771
147,170.9777792,195.9378339,221.3783437,246.5874996
179,208.1974318,238.5909678,269.5695478,300.2664111
317,368.7071838,422.5326078,477.3941154,531.7567168
241,280.3105088,321.2314147,362.9400057,404.2693021
203,236.1121713,270.5808182,305.7129508,340.5255947
221,257.0482259,294.5732061,332.8205031,370.7199824
199,231.4597147,265.2491765,299.6890503,333.8157308
188,218.6654591,250.5871617,283.1233239,315.3636049
194,225.644144,258.5846243,292.1591747,325.4284008
174,202.3818611,231.9264156,262.0396722,291.8790812
101,117.4745286,134.6239539,152.1034879,169.4240644
106,123.2900993,141.2885061,159.6333635,177.8113943
110,127.9425559,146.6201478,165.657264,184.5212582
139,161.6728661,185.2745504,209.3305427,233.1677717
143,166.3253226,190.6061922,215.3544432,239.8776357
156,181.4458065,207.9340278,234.9321199,261.6846935
157,182.6089207,209.2669382,236.438095,263.3621594
176,204.7080894,234.5922365,265.0516224,295.2340131
159,184.935149,211.9327591,239.4500452,266.7170914
152,176.7933499,202.6023861,228.9082194,254.9748295
155,180.2826924,206.6011174,233.4261447,260.0072275
144,167.4884368,191.9391026,216.8604183,241.5551017
52,60.48193551,69.3113426,78.31070662,87.22823115
308,358.2391565,410.5364139,463.8403392,516.659523
238,276.8211664,317.2326834,358.4220803,399.2369041
260,302.4096775,346.556713,391.5535331,436.1411558
246,286.1260795,327.8959669,370.4698813,412.656632
233,271.0055956,310.5681313,350.8922047,390.8495742
214,248.9064269,285.242833,322.2786772,358.9777205
202,234.9490572,269.2479078,304.2069757,338.8481287
192,223.3179157,255.9188034,289.1472244,322.0734689
197,229.1334864,262.5833556,296.6771001,330.4607988
214,248.9064269,285.242833,322.2786772,358.9777205
256,297.757221,341.2250713,385.5296326,429.4312918
128,148.8786105,170.6125356,192.7648163,214.7156459
81,94.2122457,107.9657452,121.9839853,135.8747447
180,209.360546,239.9238782,271.0755229,301.9438771
186,216.3392309,247.9213408,280.1113737,312.008673
170,197.7294045,226.5947739,256.0157716,285.1692172
153,177.9564641,203.9352965,230.4141945,256.6522955
200,232.6228289,266.5820869,301.1950255,335.4931967
208,241.927742,277.2453704,313.2428265,348.9129246
165,191.9138338,219.9302217,248.485896,276.7818873
187,217.502345,249.2542513,281.6173488,313.686139
193,224.4810299,257.2517139,290.6531996,323.7509349
97,112.822072,129.2923122,146.0795874,162.7142004
133,154.6941812,177.2770878,200.2946919,223.1029758
247,287.2891937,329.2288774,371.9758565,414.334098
260,302.4096775,346.556713,391.5535331,436.1411558
222,258.2113401,295.9061165,334.3264783,372.3974484
269,312.8777048,358.5529069,405.1073093,451.2383496
247,287.2891937,329.2288774,371.9758565,414.334098
184,214.0130026,245.25552,277.0994234,308.653741
196,227.9703723,261.2504452,295.171125,328.7833328
192,223.3179157,255.9188034,289.1472244,322.0734689
218,253.5588835,290.5744748,328.3025778,365.6875845
242,281.4736229,322.5643252,364.4459808,405.9467681
172,200.0556328,229.2605948,259.0277219,288.5241492
113,131.4318983,150.6188791,170.1751894,189.5536562
124,144.2261539,165.2808939,186.7409158,208.005782
142,165.1622085,189.2732817,213.8484681,238.2001697
160,186.0982631,213.2656695,240.9560204,268.3945574
159,184.935149,211.9327591,239.4500452,266.7170914
147,170.9777792,195.9378339,221.3783437,246.5874996
141,163.9990944,187.9403713,212.342493,236.5227037
164,190.7507197,218.5973113,246.9799209,275.1044213
177,205.8712036,235.9251469,266.5575975,296.9114791
184,214.0130026,245.25552,277.0994234,308.653741
189,219.8285733,251.9200721,284.6292991,317.0410709
176,204.7080894,234.5922365,265.0516224,295.2340131
75,87.23356083,99.9682826,112.9481345,125.8099488
171,198.8925187,227.9276843,257.5217468,286.8466832
174,202.3818611,231.9264156,262.0396722,291.8790812
184,214.0130026,245.25552,277.0994234,308.653741
263,305.89902,350.5554443,396.0714585,441.1735537
241,280.3105088,321.2314147,362.9400057,404.2693021
221,257.0482259,294.5732061,332.8205031,370.7199824
202,234.9490572,269.2479078,304.2069757,338.8481287
196,227.9703723,261.2504452,295.171125,328.7833328
245,284.9629654,326.5630565,368.9639062,410.979166
275,319.8563897,366.5503695,414.14316,461.3031455
246,286.1260795,327.8959669,370.4698813,412.656632
98,113.9851862,130.6252226,147.5855625,164.3916664
104,120.963871,138.6226852,156.6214132,174.4564623
203,236.1121713,270.5808182,305.7129508,340.5255947
162,188.4244914,215.9314904,243.9679706,271.7494894
166,193.076948,221.2631321,249.9918711,278.4593533
183,212.8498884,243.9226095,275.5934483,306.976275
181,210.5236601,241.2567887,272.581498,303.6213431
183,212.8498884,243.9226095,275.5934483,306.976275
163,189.5876055,217.2644008,245.4739458,273.4269554
196,227.9703723,261.2504452,295.171125,328.7833328
157,182.6089207,209.2669382,236.438095,263.3621594
146,169.8146651,194.6049235,219.8723686,244.9100336
121,140.7368115,161.2821626,182.2229904,202.973384
256,297.757221,341.2250713,385.5296326,429.4312918
275,319.8563897,366.5503695,414.14316,461.3031455
274,318.6932756,365.2174591,412.6371849,459.6256795
276,321.0195039,367.88328,415.6491351,462.9806115
243,282.6367371,323.8972356,365.9519559,407.6242341
227,264.0269108,302.5706687,341.8563539,380.7847783
223,259.3744542,297.2390269,335.8324534,374.0749144
227,264.0269108,302.5706687,341.8563539,380.7847783
228,265.1900249,303.9035791,343.362329,382.4622443
204,237.2752855,271.9137287,307.218926,342.2030607
201,233.785943,267.9149974,302.7010006,337.1706627
177,205.8712036,235.9251469,266.5575975,296.9114791
165,191.9138338,219.9302217,248.485896,276.7818873
163,189.5876055,217.2644008,245.4739458,273.4269554
151,175.6302358,201.2694756,227.4022442,253.2973635
160,186.0982631,213.2656695,240.9560204,268.3945574
184,214.0130026,245.25552,277.0994234,308.653741
160,186.0982631,213.2656695,240.9560204,268.3945574
79,91.88601741,105.2999243,118.9720351,132.5198127
140,162.8359802,186.6074608,210.8365178,234.8452377
165,191.9138338,219.9302217,248.485896,276.7818873
208,241.927742,277.2453704,313.2428265,348.9129246
59,68.62373452,78.64171564,88.85253251,98.97049304
99,115.1483003,131.958133,149.0915376,166.0691324
257,298.9203351,342.5579817,387.0356077,431.1087578
278,323.3457321,370.5491008,418.6610854,466.3355435
242,281.4736229,322.5643252,364.4459808,405.9467681
237,275.6580522,315.899773,356.9161052,397.5594381
251,291.9416502,334.5605191,377.999757,421.0439619
232,269.8424815,309.2352208,349.3862295,389.1721082
208,241.927742,277.2453704,313.2428265,348.9129246
213,247.7433128,283.9099226,320.7727021,357.3002545
232,269.8424815,309.2352208,349.3862295,389.1721082
252,293.1047644,335.8934295,379.5057321,422.7214279
211,245.4170845,281.2441017,317.7607519,353.9453226
69,80.25487596,91.97081999,103.9122838,115.7451529
156,181.4458065,207.9340278,234.9321199,261.6846935
127,147.7154963,169.2796252,191.2588412,213.0381799
198,230.2966006,263.9162661,298.1830752,332.1382648
186,216.3392309,247.9213408,280.1113737,312.008673
149,173.3040075,198.6036548,224.390294,249.9424316
152,176.7933499,202.6023861,228.9082194,254.9748295
138,160.5097519,183.94164,207.8245676,231.4903058
173,201.218747,230.5935052,260.533697,290.2016152
167,194.2400621,222.5960426,251.4978463,280.1368193
162,188.4244914,215.9314904,243.9679706,271.7494894
94,109.3327296,125.2935809,141.561662,157.6818025
41,47.68767992,54.64932782,61.74498022,68.77610533
204,237.2752855,271.9137287,307.218926,342.2030607
170,197.7294045,226.5947739,256.0157716,285.1692172
212,246.5801986,282.5770121,319.266727,355.6227886
266,309.3883624,354.5541756,400.5893839,446.2059517
250,290.7785361,333.2276087,376.4937818,419.3664959
242,281.4736229,322.5643252,364.4459808,405.9467681
234,272.1687098,311.9010417,352.3981798,392.5270402
233,271.0055956,310.5681313,350.8922047,390.8495742
230,267.5162532,306.5694,346.3742793,385.8171763
220,255.8851118,293.2402956,331.314528,369.0425164
225,261.7006825,299.9048478,338.8444036,377.4298463
106,123.2900993,141.2885061,159.6333635,177.8113943
168,195.4031763,223.928953,253.0038214,281.8142853
176,204.7080894,234.5922365,265.0516224,295.2340131
193,224.4810299,257.2517139,290.6531996,323.7509349
188,218.6654591,250.5871617,283.1233239,315.3636049
223,259.3744542,297.2390269,335.8324534,374.0749144
203,236.1121713,270.5808182,305.7129508,340.5255947
185,215.1761167,246.5884304,278.6053986,310.331207
170,197.7294045,226.5947739,256.0157716,285.1692172
174,202.3818611,231.9264156,262.0396722,291.8790812
166,193.076948,221.2631321,249.9918711,278.4593533
76,88.39667497,101.301193,114.4541097,127.4874148
184,214.0130026,245.25552,277.0994234,308.653741
237,275.6580522,315.899773,356.9161052,397.5594381
229,266.3531391,305.2364895,344.8683042,384.1397103
266,309.3883624,354.5541756,400.5893839,446.2059517
250,290.7785361,333.2276087,376.4937818,419.3664959
226,262.8637966,301.2377582,340.3503788,379.1073123
212,246.5801986,282.5770121,319.266727,355.6227886
199,231.4597147,265.2491765,299.6890503,333.8157308
188,218.6654591,250.5871617,283.1233239,315.3636049
194,225.644144,258.5846243,292.1591747,325.4284008
213,247.7433128,283.9099226,320.7727021,357.3002545
248,288.4523078,330.5617878,373.4818316,416.011564
107,124.4532134,142.6214165,161.1393386,179.4888603
139,161.6728661,185.2745504,209.3305427,233.1677717
146,169.8146651,194.6049235,219.8723686,244.9100336
146,169.8146651,194.6049235,219.8723686,244.9100336
184,214.0130026,245.25552,277.0994234,308.653741
186,216.3392309,247.9213408,280.1113737,312.008673
190,220.9916874,253.2529826,286.1352742,318.7185369
177,205.8712036,235.9251469,266.5575975,296.9114791
176,204.7080894,234.5922365,265.0516224,295.2340131
172,200.0556328,229.2605948,259.0277219,288.5241492
174,202.3818611,231.9264156,262.0396722,291.8790812
78,90.72290326,103.9670139,117.4660599,130.8423467
177,205.8712036,235.9251469,266.5575975,296.9114791
259,301.2465634,345.2238026,390.047558,434.4636898
258,300.0834493,343.8908921,388.5415829,432.7862238
258,300.0834493,343.8908921,388.5415829,432.7862238
229,266.3531391,305.2364895,344.8683042,384.1397103
260,302.4096775,346.556713,391.5535331,436.1411558
176,204.7080894,234.5922365,265.0516224,295.2340131
212,246.5801986,282.5770121,319.266727,355.6227886
197,229.1334864,262.5833556,296.6771001,330.4607988
208,241.927742,277.2453704,313.2428265,348.9129246
191,222.1548016,254.585893,287.6412493,320.3960029
200,232.6228289,266.5820869,301.1950255,335.4931967
87,101.1909306,115.9632078,131.0198361,145.9395406
141,163.9990944,187.9403713,212.342493,236.5227037
183,212.8498884,243.9226095,275.5934483,306.976275
180,209.360546,239.9238782,271.0755229,301.9438771
185,215.1761167,246.5884304,278.6053986,310.331207
163,189.5876055,217.2644008,245.4739458,273.4269554
167,194.2400621,222.5960426,251.4978463,280.1368193
155,180.2826924,206.6011174,233.4261447,260.0072275
150,174.4671217,199.9365652,225.8962691,251.6198976
163,189.5876055,217.2644008,245.4739458,273.4269554
164,190.7507197,218.5973113,246.9799209,275.1044213
64,74.43930524,85.30626782,96.38240815,107.357823
