Periods,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041
1945,271000,317352.6342446249,366677.436309094,418460.4118455434,471789.7018358485,525353.5337241287,577611.8483927834,627057.9321997545,672457.9818155967,712993.7269669176,748291.5551769999,778365.1349806351,803514.2150327167,824216.4141654259,841034.3184463521,854546.6414739138,865303.3639114035,873800.5501438477,880469.4280952046,885674.8119369028
1946,226000,264655.702358986,305790.0391359972,348974.36559812847,393448.2384313718,438117.7070909709,481698.44183309615,522933.9213178765,560795.2173074718,594599.9346661379,624036.4998893063,649116.3118288692,670089.3453778375,687353.909968215,701379.1733168841,712647.7526682824,721618.3034833106,728704.5178321387,734266.0175258901,738607.0387370482
1947,191000,223669.19978126697,258433.17466803305,294929.6629612502,332515.98911677883,370267.6197096258,407099.125620006,441948.5795208602,473946.4004678191,502515.87398775376,527393.6791099889,548589.4493774956,566314.446757376,580905.2955926065,592758.5048828534,602281.9502639023,609863.2564836829,615852.048256365,620552.2537497567,624220.992914939
1948,195000,228353.37150443485,263845.3877500861,301106.2004054648,339479.67475273233,378021.91541035095,415624.7617586449,451204.0471548049,483871.979535208,513039.766636712,538438.5729133395,560078.2336576525,578174.435171143,593070.8515212474,605172.2955610283,614895.1848244029,622635.261855069,628749.4733507391,633548.1124670291,637293.6838660372
1949,211000,247090.05839710645,285494.24007829826,325812.3501823235,367334.4172965463,409039.0982132516,449727.3063132004,488225.9176905838,523574.2958047635,555135.3372325447,582618.1481267416,606033.3707782804,625614.3888262111,641733.0752358113,654827.458273728,665348.1230664052,673723.283340613,680339.1737282356,685531.5473361188,689584.44767043
1950,232000,271681.9599437379,313908.35875907674,358239.17176445044,403893.766885302,449749.1506420586,494486.89604105445,536817.1227687936,575683.5859085551,610385.7736395752,640603.8405943321,666349.4882491046,687879.3279984881,705602.2438611764,719999.8593341465,731567.6045090331,740776.3115403897,748050.6554736998,753759.8056017988,758216.0751636955
1951,187000,218985.02805809907,253020.96158598,288753.1255170355,325552.3034808253,362513.3240089007,398573.4894813672,432693.1118869155,464020.82140043017,491991.9813387956,516348.7853066384,537100.6650973386,554454.4583436089,568739.7396639655,580344.7142046784,589668.7157034017,597091.2511122968,602954.6231619908,607556.3950324843,611148.3019638407
1952,141000,165117.05324166827,190780.5111423699,217722.9449085669,245469.9186673603,273338.9234505615,300528.6738870201,326255.23409655126,349876.66212545807,370967.2158757763,389332.506568107,404979.6458755334,418064.591585288,428835.8464845944,437586.1214056666,444616.5182576452,450213.1893413576,454634.23457668826,458104.0197838519,460812.35602621146
1953,216000,252945.2730510663,292259.50643086457,333533.0219875918,376039.02434148814,418731.967839158,460384.35148649896,499795.2522330147,535981.2696389996,568290.2030437425,596424.2653809298,620394.3511284767,640439.3743434199,656940.0201466125,670344.6966214468,681114.6662670309,689688.2900548456,696460.9550962033,701776.3707327092,705925.3113593026
1954,192000,224840.2427120589,259786.22793854628,296473.7973223038,334256.9105257672,372206.19363480713,409230.53465466574,444262.4464293464,476427.7952346663,505146.8471499933,530154.9025608265,551461.6454475349,569279.4438608177,583946.6845747667,595861.952552397,605435.2589040275,613056.2578265294,619076.4045299585,623801.2184290749,627489.1656527135
1955,248000,290418.64683640946,335557.2110872889,382945.3215413091,431748.509429116,480766.3334449592,528589.44059561,573838.9933045724,615385.9021781107,652481.344235408,684783.4158077342,712304.6253697325,735319.2816535563,754264.4675757403,769655.0220468462,782020.5427510355,791864.3330259338,799640.3558511963,805743.2404708883,810506.8389680883
1956,163000,190879.9977190917,220547.68309366168,251693.90085174752,283770.18966510444,315987.5498045498,347419.67264953395,377160.3060832472,404467.3469960969,428848.6254450464,450079.422486535,468167.9594163968,483294.52786100673,495746.40409211966,505861.9701356288,513989.3083403983,520459.2188839807,525570.072595746,529581.24272885,532712.1562572515
1957,199000,233037.5432276028,269257.6008321391,307282.7378496795,346443.36038868583,385776.2111110761,424150.3978972838,460459.5147887496,493797.5586025968,523563.65928567015,549483.46671669,571567.0179378096,590034.42358491,605236.4074498884,617586.0862392032,627508.4193849035,635407.2672264549,641646.8984451132,646543.9711843015,650366.3748171353
1958,154000,180340.61134196396,208370.20365904237,237796.69160226453,268101.89698420913,298540.3844779182,328236.9913375965,356335.5039068716,382134.7940944719,405169.8669848905,425228.41142899625,442318.1947860436,456609.5539300309,468373.9032526775,477930.9411097352,485609.530579272,491722.2067983621,496550.8661334042,500340.5606149871,503298.60161728057
1959,158000,185024.78306513184,213782.41674109537,243973.2290464792,275065.5826201626,306294.6801786433,336762.6274762353,365590.9715408163,392060.3731618608,415693.7596338487,436273.3052323468,453806.97906620055,468469.5423437979,480539.45918131847,490344.7317879101,498222.7651397726,504494.21216974815,509448.2912277784,513336.4193322595,516371.2925683788
1960,171000,200248.3411654275,231372.10925776776,264046.97574017686,297697.56093701144,331496.14120600006,364470.9449268117,395671.2413511367,424318.5051308747,449896.4107429628,472169.2100932361,491145.5279767107,507014.5046885408,520077.5159494016,530689.5514919787,539215.7774613994,546003.2296267528,551364.9227844942,555572.9601633948,558857.538159448
1961,146000,170972.26789562817,197545.77749493625,225443.6167138352,254174.52571230216,283031.79307646793,311185.7190603187,337824.56863898213,362283.63595969416,384122.0816869741,403138.6238222952,419340.6262257296,432889.5771024968,444042.7913953955,453103.3597533853,460383.0614582709,466178.19605559006,470756.0159446559,474348.8431804424,477153.2197150842
1962,146000,170972.26789562817,197545.77749493625,225443.6167138352,254174.52571230216,283031.79307646793,311185.7190603187,337824.56863898213,362283.63595969416,384122.0816869741,403138.6238222952,419340.6262257296,432889.5771024968,444042.7913953955,453103.3597533853,460383.0614582709,466178.19605559006,470756.0159446559,474348.8431804424,477153.2197150842
1963,217000,254116.31598185824,293612.5597013778,335077.15634864545,377779.9457504765,420670.54176433926,462515.7605211587,502109.1191415009,538462.6644058469,570921.176205982,599185.4888317675,623266.547198516,643404.3714468618,659981.4091287728,673448.1442909904,684267.9749071561,692881.291397692,699685.3113697969,705025.3354120273,709193.4840970772
1964,319000,373562.6949226396,431623.99329373054,492578.86117611936,555353.9294672903,618405.0821328305,679919.4820564499,738123.5438070912,791564.9306242632,839280.438754416,880830.2808172066,916230.5463425188,945834.0759979212,970203.0853091176,989999.8065844512,1005905.4561999206,1018567.4283680358,1028569.6512763372,1036419.7327024732,1042547.1033500812
1965,382000,447338.39956253394,516866.3493360661,589859.3259225003,665031.9782335577,740535.2394192517,814198.251240012,883897.1590417204,947892.800935638,1005031.7479755076,1054787.3582199777,1097178.8987549911,1132628.893514752,1161810.591185213,1185517.0097657067,1204563.9005278046,1219726.5129673658,1231704.09651273,1241104.5074995134,1248441.985829878
1966,348000,407522.9399156068,470862.5381386152,537358.7576466757,605840.650327953,674623.7259630879,741730.3440615817,805225.6841531903,863525.3788628327,915578.6604593628,960905.760891498,999524.2323736568,1031818.9919977322,1058403.3657917646,1079999.7890012197,1097351.40676355,1111164.4673105846,1122075.9832105497,1130639.7084026982,1137324.1127455432
1967,339000,396983.5535384791,458685.0587039958,523461.5483971927,590172.3576470577,657176.5606364562,722547.6627496443,784400.8819768147,841192.8259612076,891899.901999207,936054.7498339592,973674.4677433036,1005134.0180667564,1031030.8649523224,1052068.759975326,1068971.6290024235,1082427.455224966,1093056.776748208,1101399.026288835,1107910.558105572
1968,282000,330234.10648333654,381561.0222847398,435445.8898171337,490939.8373347206,546677.846901123,601057.3477740403,652510.4681931025,699753.3242509161,741934.4317515526,778665.013136214,809959.2917510668,836129.183170576,857671.6929691887,875172.2428113332,889233.0365152904,900426.3786827151,909268.4691533764,916208.0395677036,921624.7120524228
1969,254000,297444.9044211613,343675.53071036853,392210.1277076311,442194.0378830462,492397.7769960469,541377.8948035683,587722.1947554895,630274.270779194,668267.1832088453,701350.7565127601,729537.8017899679,753109.2642742068,772512.8014687018,788275.7080641086,800940.3945917863,811022.3410830129,818986.4934927576,825237.028546797,830115.8753947355
1970,238000,278708.2175284897,322026.6783821563,367503.97793077247,414339.29533923225,461380.59419314633,507275.3502490128,550700.3242197107,590571.9545096384,626171.6126130125,657171.1812993579,683582.66466934,705669.3106191386,723850.5777541379,738620.5453514089,750487.456349784,759934.3195974687,767396.793115261,773253.5936777074,777825.1115903427
1971,236000,276366.13166690577,319320.5718411298,364415.7092086651,410857.45252125553,457503.44634278375,503012.5321796933,546072.5904027383,585609.164975944,620909.6662885335,651648.7343976826,677838.2725292615,699739.3164122552,717767.7997898174,732413.6500123214,744180.8390695337,753548.3169117757,760948.080568074,766755.6643190712,771288.7661147936
1972,226000,264655.702358986,305790.0391359972,348974.36559812847,393448.2384313718,438117.7070909709,481698.44183309615,522933.9213178765,560795.2173074718,594599.9346661379,624036.4998893063,649116.3118288692,670089.3453778375,687353.909968215,701379.1733168841,712647.7526682824,721618.3034833106,728704.5178321387,734266.0175258901,738607.0387370482
1973,316000,370049.5661302637,427564.83348219073,487946.4580929584,550131.1652403252,612589.3603572866,673525.2549524707,731181.9430816326,784120.7463237216,831387.5192676974,872546.6104646936,907613.9581324012,936939.0846875958,961078.9183626368,980689.4635758202,996445.5302795452,1008988.4243394964,1018896.5824555568,1026672.838664519,1032742.5851367576
1974,258000,302129.0761443292,349087.74379242153,398386.6651518458,449157.7235189997,500152.07269677205,549903.5309422071,596977.6623894342,640199.8498465829,678791.0758578035,712395.6503161106,741026.586070125,764969.2526879738,784678.3573973428,800689.4987422836,813553.6291522869,823794.3464543989,831883.9185871318,838232.8872640693,843188.5663458337
1975,198000,231866.5002968108,267904.54756162583,305738.60348862584,344702.4389796974,383837.6371858948,422018.988862624,458145.64788026345,491316.1638357496,520932.6861234306,546722.2432658523,568694.8218677703,587069.4264814683,602195.0184677282,614482.6385696594,624355.1107447783,632214.2658836085,638422.5421715197,643295.0065049834,647098.2020793607
1976,156000,182682.6972035479,211076.31020006884,240884.96032437184,271583.73980218585,302417.5323282808,332499.8094069159,360963.237723844,387097.5836281664,410431.8133093696,430750.8583306716,448062.5869261221,462539.5481369144,474456.681216998,484137.8364488226,491916.1478595223,498108.2094840552,502999.5786805913,506838.4899736233,509834.9470928297
1977,176000,206103.55581938737,238137.3756103341,271767.6475454452,306402.1679819533,341189.0108319065,375127.99010011024,407240.5758935675,436725.4789651108,463051.2765541605,485975.3273474243,505506.5083269069,521839.4902057496,535284.4608602028,546206.7898396973,554982.3206620252,561968.2363409853,567486.704152462,571817.7835599852,575198.4018483207
1978,191000,223669.19978126697,258433.17466803305,294929.6629612502,332515.98911677883,370267.6197096258,407099.125620006,441948.5795208602,473946.4004678191,502515.87398775376,527393.6791099889,548589.4493774956,566314.446757376,580905.2955926065,592758.5048828534,602281.9502639023,609863.2564836829,615852.048256365,620552.2537497567,624220.992914939
1979,246000,288076.5609748255,332851.1045462624,379857.0528192018,428266.66661113926,476889.1855945966,524326.6225262905,569211.2594876001,610423.1126444162,647219.3979109289,679260.9689060589,706560.233229654,729389.2874466727,748181.6896114199,763448.1267077588,775713.9254707852,785478.3303402408,793191.6433040093,799245.3111122522,803970.4934925392
1980,160000,187366.86892671575,216488.5232821219,247061.49776858653,278547.4254381393,310171.8280290059,341025.4455455548,370218.7053577887,397023.1626955553,420955.7059583277,441795.75213402207,459551.37120627903,474399.5365506815,486622.2371456389,496551.6271269976,504529.3824200229,510880.2148554412,515897.0037749654,519834.3486908957,522907.6380439279
1981,274000,320865.7630370008,370736.59612063377,423092.8149287044,477012.4660628137,531169.2554996726,584006.0754967625,633999.5329252131,679902.1661161383,720886.6464536362,756575.2255295129,786981.7231907528,812409.206343042,833340.5811119067,850344.6614549833,864006.5673942892,874882.367939943,883473.6189646283,890216.3221331589,895479.3301502265
1982,162000,189708.9547882997,219194.62982314845,250149.76649069384,282029.2682561161,314048.9758793685,345288.2636148742,374846.439174761,401985.9522292497,426217.65228280687,447318.1990356974,465295.7633463575,480329.530757565,492705.0151099594,502758.522466085,510835.9997002732,517266.2175411342,522345.71632215247,526332.2780495319,529443.983519477
1983,260000,304471.16200591315,351793.8503334481,401474.9338739531,452639.5663369764,504029.2205471346,554166.3490115266,601605.3962064065,645162.6393802773,684053.0221822826,717918.0972177859,746770.9782102035,770899.2468948574,790761.1353616633,806896.394081371,819860.2464325372,830180.3491400919,838332.6311343188,844730.8166227055,849724.9118213828
1984,207000,242405.8866739385,280082.0269962452,319635.8127381088,360370.7316605928,401284.8025125264,441201.6701745615,478970.4500566391,513648.7167373746,544611.4445835865,571573.2543233911,594544.5864981235,613754.4004124441,629567.5193071704,642413.6675955531,652734.8885059046,660951.277969227,667441.7486338615,672535.6886188464,676511.7567193317
1985,128000,149893.49514137264,173190.81862569752,197649.1982148692,222837.94035051143,248137.46242320476,272820.3564364438,296174.9642862309,317618.5301564442,336764.5647666622,353436.6017072177,367641.0969650232,379519.6292405452,389297.7897165112,397241.3017015981,403623.5059360183,408704.1718843529,412717.60301997233,415867.47895271657,418326.1104351423
