Periods,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041
1678,362000,426725.7877529984,496942.5581017464,572322.6307556649,652095.673653318,734887.3619485995,818832.8793281968,901873.568627918,982086.5868185956,1057928.9734277977,1128347.919025769,1192772.1331086117,1251030.4295754414,1303244.1663283375,1349725.013858782,1390892.7200275108,1427215.8124800525,1459172.281016623,1487225.426765988,1511810.2815426504
1679,336000,396076.9742679764,461250.5511662618,531216.5854527719,605260.0727831902,682105.3967257718,760021.6780504809,837098.1189474597,911549.981135492,981945.124507569,1047306.3557808244,1107103.4163660042,1161177.4152965422,1209640.9941611087,1252783.4382777645,1290994.3478708388,1324708.5994289988,1354369.8519933294,1380408.1309209168,1403227.222647322
1680,253000,298236.531219637,347310.682872215,399993.4408319978,455746.42385162826,513609.1231298223,572278.2278177729,630314.9526598431,686375.4322240462,739381.2991083779,788596.7500373469,833622.5129184495,874338.9466369798,910830.8676272634,943316.1008460548,972088.005986078,997474.0346890972,1019808.2516497392,1039414.4557231904,1056596.6884814657
1681,238000,280554.5234398166,326719.1404094355,376278.4146957134,428725.884888093,483157.98934742174,538348.6886190906,592944.5009211173,645681.2366376403,695544.4631928614,741842.0020114172,784198.2532592529,822500.6691683842,856829.0375307854,887388.2687800832,914454.329741844,938335.2579288742,959345.3118286084,977789.0927356494,993952.6160418532
1682,230000,271124.1192905791,315736.9844292864,363630.40075636166,414314.9307742075,466917.3846634748,520252.9343797935,573013.5933271302,623977.6656582238,672164.8173712526,716906.1363975881,757838.6481076813,794853.5878517998,828028.0614793304,857560.0916782316,883716.3690782527,906794.5769900886,927098.4105906718,944922.2324756276,960542.4440740596
1683,231000,272302.9198092338,317109.753926805,365211.40249878063,416116.3000384432,468947.46024896816,522514.90365970565,575504.9567763786,626690.6120306508,675087.2730989537,720023.1195993167,761133.5987516278,798309.4730163729,831628.1834857622,861288.613815963,887558.6141612016,910737.1621074368,931129.273245414,949030.5900081304,964718.715570034
1684,219000,258157.31358537747,300636.5199565813,346239.3815897531,394499.868867615,444586.5532230477,495371.2723007599,545608.5953853979,594135.2555615262,640017.8043665405,682619.321178573,721594.1910242705,756838.8510414964,788426.7194085799,816546.3481631858,841451.6731658145,863426.1406992582,882758.9213885093,899730.2996180976,914603.457618344
1685,212000,249905.70995479464,291027.1334739509,335172.3693928203,381890.2840179652,430376.0241245941,479537.48734137486,528169.0512406591,575144.6309545367,619560.6142726329,660800.4387664725,698529.5365166455,732647.654889485,763225.8653635567,790446.6931990656,814555.957585172,835828.0448778208,854542.882805315,870971.7968905785,885369.5571465247
1686,235000,277018.1218838525,322600.8319168796,371535.40946845646,423321.77709538594,477067.7625909416,531562.7807793542,585470.4105733722,637542.3975203591,686777.0960097581,732491.0524062313,774313.4013274135,812133.013674665,846028.6715114898,876202.7023668888,902927.5944929972,926507.5025768296,947252.723864382,965464.0201381412,981423.8015539306
1687,173000,203932.48972726168,237489.1230707241,273513.30143848073,311636.8827127735,351203.07629035274,391320.6854248012,431005.8767199718,469339.7224298814,505584.84089229,539238.0938990554,570026.4614027343,597868.1334711363,622821.1071127137,645034.3298275394,664708.399350164,682067.2253012405,697339.2392703749,710745.8531229721,722494.9688035318
1688,161000,189786.88350340535,221015.88910050047,254541.2805294532,290020.4515419453,326842.16926443233,364177.05406585545,401109.5153289911,436784.3659607567,470515.3721598768,501834.29547831166,530487.0536753769,556397.5114962598,579619.6430355313,600292.0641747621,618601.4583547768,634756.203893062,648968.8874134703,661445.5627329394,672379.7108518418
1689,129000,152065.26690645522,177087.2651799041,203949.22477204632,232376.63508640332,261879.7505286445,291794.0371086668,321385.8849530425,349970.0820430907,376996.7888734417,402090.83302299504,425048.6330690909,445809.1862299225,464415.7388297114,480979.355767356,495649.6157004113,508593.4801379192,519981.2824617247,529978.121692852,538739.0229806682
1690,204000,240475.30580555712,280044.97749380185,322524.3554534686,367479.3299040797,414135.4194406472,461441.7331020777,508238.143646672,553441.0599751202,596180.968451024,635864.5731526434,672169.9313650739,705000.5735729007,734424.8893121018,760618.5160972141,783817.9969215806,804287.363939035,822295.9815673785,838104.9366305567,851959.3851787312
1691,188000,221614.49750708204,258080.66553350363,297228.3275747652,338657.42167630873,381654.2100727533,425250.2246234834,468376.3284586977,510033.91801628727,549421.6768078065,585992.841924985,619450.7210619309,649706.410939732,676822.9372091918,700962.1618935111,722342.0755943978,741206.0020614637,757802.1790915057,772371.216110513,785139.0412431444
1692,194000,228687.3006190102,266317.2825186155,306714.33802927897,349465.6372617229,393834.6635857135,438822.0403029562,483324.509154188,526311.5962508497,566956.411174013,604694.741135357,639220.4249256095,670441.7219271703,698423.669247783,723333.2947198997,745395.5460920914,764861.512765553,781987.355019958,797021.3613055294,810196.6702189895
1693,196000,231044.9016563196,269062.82151365274,309876.3415141169,353068.37579019426,397894.81475670025,443345.97886278055,488307.2360526848,531737.4889957038,572801.3226294153,610928.7075388142,645810.3262135023,677353.4922563164,705623.9132606467,730790.3389953625,753080.0362579892,772746.6830002493,790049.0803294422,805238.0763705348,818549.2132109378
1694,209000,246369.30839883056,286908.82498139504,330429.3641655634,376486.17622525815,424285.797368114,472751.5795016384,520694.9608929139,567005.7918372555,610793.2470895295,651449.4891612866,688644.6845848061,722279.999395766,752425.4993442611,779261.1267858713,803029.2223363253,824000.289525776,842450.2948410888,858646.7242930704,872840.7426586021
1695,139000,163853.27209300216,190814.9601550905,219759.24219623595,250390.3277287602,282180.50638357823,314413.7299077882,346299.5194455265,377099.54576736136,406221.3461504527,433260.6650402815,457998.1395085552,480368.03787565295,500416.9588940301,518264.5771446704,534072.0665299005,548019.3313114013,560289.9090091452,571061.6970178793,580501.73794041
1696,236000,278196.9224025072,323973.6014143982,373116.4112108754,425123.1463596216,479097.838176435,533824.7500592663,587961.7740226205,640255.3438927862,689699.5517374591,735608.03560796,777608.35197136,815588.8988392381,849628.7935179216,879931.2245046202,906769.8395759462,930450.0876941778,951283.5865191242,969572.377670644,985600.0730499048
1697,113000,133204.45860798017,155122.9532196059,178653.19689334292,203554.7268586324,229398.54116075064,255602.52863007243,281524.0697650683,306562.94008425775,330237.4972302241,352219.1017953368,372329.4227659478,390515.0235967538,406813.7867268015,421323.0015636529,434173.69437322847,445512.1182603478,455487.4799858519,464244.4011728084,471918.6790450815
1698,206000,242832.9068428665,282790.5164888391,325686.3589383065,371082.0684325511,418195.57061163394,465965.671661902,513220.8705451688,558866.9527199743,602025.8799064263,642098.5395561006,678759.8326529667,711912.3439020468,741625.1333249655,768075.5603726769,791502.4870874785,812172.5341737315,830357.7068768627,846321.6516955622,860311.9281706796
1699,255000,300594.1322569464,350056.22186725226,403155.4443168357,459349.1623800997,517669.27430080896,576802.1663775971,635297.67955834,691801.3249689003,745226.21056378,794830.7164408042,840212.4142063424,881250.7169661259,918031.1116401271,950773.1451215176,979772.4961519758,1005359.2049237938,1027869.9769592232,1047631.1707881958,1064949.231473414
1700,334000,393719.373230667,458505.0121712246,528054.5819679339,601657.3342547187,678045.2455547851,755497.7394906566,832115.392048963,906124.088390638,976100.2130521667,1041072.3893773672,1100513.515078111,1154265.6449673965,1202440.750148245,1245326.3940023016,1283309.857704941,1316823.4291943023,1346308.1266838452,1372191.415855911,1394874.6796553736
1701,326000,384288.9690814295,447522.85619107547,515406.5680285822,587246.3801408333,661804.6408708382,737401.9852513594,812184.4844549758,884420.5174112215,952720.567230558,1016136.523763538,1074153.9099265398,1126618.5636508118,1173639.77409679,1215498.21690045,1252571.8970413494,1285282.7482555169,1314061.2254459087,1339324.5555958897,1361464.5076875803
1702,313000,368964.5623389185,429676.8527233332,494853.5453771356,563828.5797057693,635413.6582594244,707996.3846125016,779796.7596147467,849152.2145696698,914728.6427704438,975615.7421410657,1031319.551555236,1081692.0565113623,1126838.1880131755,1167027.4291099412,1202622.710963013,1234029.14172999,1261660.010934262,1285915.907673354,1307172.978239916
1703,294000,346567.3524844794,403594.2322704791,464814.51227117534,529602.5636852913,596842.2221350503,665018.9682941708,732460.8540790273,797606.2334935556,859201.9839441229,916393.0613082212,968715.4893202536,1016030.2383844744,1058435.8698909702,1096185.508493044,1129620.054386984,1159120.024500374,1185073.6204941631,1207857.1145558022,1227823.8198164068
1704,279000,328885.344704659,383002.6898076996,441099.4861348909,502582.0247217561,566391.0883526498,631089.4290954886,695090.4023403014,756912.0379071498,815365.1480286064,869638.3132822916,919291.2296610568,964191.9609158788,1004434.039794492,1040257.6764270724,1071986.37814275,1099981.247740151,1124610.6806730323,1146231.7515682613,1165179.7473767942
1705,234000,275839.3213651979,321228.0624193609,369954.4077260375,421520.4078311503,475037.6870054482,529300.8114994421,582979.0471241238,634829.451147932,683854.640282057,729374.0692045026,771018.4506834671,808677.1285100919,842428.5495050579,872474.1802291573,899085.3494100483,922564.9174594814,943221.86120964,961355.6626056384,977247.5300579563
1706,224000,264051.31617865094,307500.36744417454,354144.3903018479,403506.71518879343,454736.9311505146,506681.1187003206,558065.4126316399,607699.9874236614,654630.083005046,698204.2371872162,738068.9442440027,774118.2768643616,806427.3294407391,835188.9588518429,860662.8985805592,883139.0662859993,902913.2346622196,920272.0872806112,935484.8150982148
1707,228000,268766.5182532697,312991.4454342491,360468.3972715237,410712.19224573614,462857.233492488,515728.9958199692,568030.8664286333,618551.7729133697,666319.9059158504,710672.1699941308,751248.7468197885,787941.8175226537,820827.8174664667,850103.0474027687,876031.8789123548,898909.4067553921,919036.6852811878,936705.5174106222,952189.9010821114
1708,218000,256978.5130667228,299263.75045906275,344658.3798473341,392698.4996033793,442556.4776375544,493109.3030208477,543117.2319361494,591422.3091890991,637095.3486388394,679502.3379768444,718299.2403803241,753382.9658769233,784826.597402148,812817.8260254543,837609.4280828655,859483.55558191,878728.0587337672,895621.9420855949,910427.1861223696
1709,247000,291163.72810770886,339074.0658871032,390507.43037748407,444938.2082662142,501428.669616862,558706.4121383,615366.7719643528,670097.7539894838,721846.5647421713,769894.8508269751,813852.8090547709,853603.6356495415,889230.1355886722,920944.9680196662,949034.5354883844,973818.523985008,995623.0757212868,1014764.310528174,1031539.0595056206
1710,124000,146171.26431318175,170223.4176923109,196044.2160599515,223369.7887652249,251729.3726011777,280484.19070910604,308929.0677068006,336405.3501809554,362384.5102349362,386505.9170143518,408573.8798493586,428529.7604070573,446415.128797552,462336.7450786988,476438.3902856667,488880.5545511782,499826.9691880144,509436.3340303384,517857.6655007974
1711,215000,253442.11151075872,295145.4419665068,339915.3746200772,387294.3918106722,436466.25088107423,486323.3951811113,535643.1415884043,583283.4700718179,628327.9814557361,670151.3883716584,708414.3884484847,743015.3103832041,774026.2313828523,801632.2596122599,826082.6928340188,847655.8002298654,866635.4707695411,883296.8694880867,897898.3716344471
1712,146000,172104.875723585,200424.3466377209,230826.2543931687,262999.91257841,296391.0354820318,330247.5148671733,363739.0635902652,396090.17037435074,426678.5362443603,455079.547452382,481062.7940161803,504559.2340276642,525617.8129390532,544364.2321087905,560967.782110543,575617.4271328388,588505.9475923396,599820.1997453984,609735.6384122293
1713,146000,172104.875723585,200424.3466377209,230826.2543931687,262999.91257841,296391.0354820318,330247.5148671733,363739.0635902652,396090.17037435074,426678.5362443603,455079.547452382,481062.7940161803,504559.2340276642,525617.8129390532,544364.2321087905,560967.782110543,575617.4271328388,588505.9475923396,599820.1997453984,609735.6384122293
1714,192000,226329.6995817008,263571.7435235782,303552.334544441,345862.8987332515,389774.5124147268,434298.10174313193,478341.7822556912,520885.7035059955,561111.4997186109,598460.7747318996,632630.5236377167,663529.9515980242,691223.4252349193,715876.2504444368,737711.0559261936,756976.3425308565,773925.6297104739,788804.6462405239,801844.1272270412
1715,196000,231044.9016563196,269062.82151365274,309876.3415141169,353068.37579019426,397894.81475670025,443345.97886278055,488307.2360526848,531737.4889957038,572801.3226294153,610928.7075388142,645810.3262135023,677353.4922563164,705623.9132606467,730790.3389953625,753080.0362579892,772746.6830002493,790049.0803294422,805238.0763705348,818549.2132109378
1716,194000,228687.3006190102,266317.2825186155,306714.33802927897,349465.6372617229,393834.6635857135,438822.0403029562,483324.509154188,526311.5962508497,566956.411174013,604694.741135357,639220.4249256095,670441.7219271703,698423.669247783,723333.2947198997,745395.5460920914,764861.512765553,781987.355019958,797021.3613055294,810196.6702189895
1717,156000,183892.8809101319,214152.04161290728,246636.2718173584,281013.60522076685,316691.7913369655,352867.2076662947,388652.6980827492,423219.6340986214,455903.0935213713,486249.3794696684,514012.3004556447,539118.0856733946,561619.0330033719,581649.453486105,599390.2329400323,615043.2783063209,628814.5741397601,640903.7750704257,651498.3533719709
1718,217000,255799.7125480681,297890.9809615441,343077.37810491514,390897.1303391436,440526.402052061,490847.3337409356,540625.868486901,588709.362816672,634172.8929111384,676385.3547751157,715004.2897363777,749927.0807123502,781226.475395716,809089.3038877229,833767.1829999167,855540.9704645617,874697.1960790252,891513.5845530921,906250.9146263954
1719,127000,149707.66586914586,174341.72618486683,200787.2212872084,228773.896557932,257819.5993576578,287270.0985488425,316403.1580545458,344544.1892982366,371151.8774180395,395856.86661953776,418458.73178119794,438897.4159007764,457215.49481684767,473522.3114918931,487965.12553451344,500708.3099032228,511919.5571522405,521761.4066278466,530386.4799887199
1720,141000,166210.87313031152,193560.49915012773,222921.2456810739,253993.0662572316,286240.65755456494,318937.66846761253,351282.24634402327,382525.43851221545,412066.2576058549,439494.6314437388,464588.0407964481,487279.808204799,507617.20290689386,525721.6214201333,541756.5566957984,555904.5015460977,568351.6343186293,579278.4120828848,588854.2809323583
1721,135000,159138.07001838338,185323.8821650159,213435.2352265601,243184.85067181743,274060.2040416048,305365.85278813966,336334.06564853294,366247.7602776531,394531.52323964826,420792.7322333669,444818.3369327695,466544.4972173608,486016.4708683026,503350.48859374464,518703.0861981048,532248.9908420085,544166.458390177,554628.2668878684,563796.6519565133
1722,137000,161495.67105569277,188069.4211600532,216597.23871139804,246787.58920028884,278120.3552125915,309889.791347964,341316.79254702973,371673.6530225072,400376.43469505047,427026.6986368242,451408.2382206624,473456.2675465068,493216.7148811664,510807.5328692075,526387.5763640027,540134.1610767049,552228.183699661,562844.9819528739,572149.1949484616
1723,183000,215720.4949138086,251216.81804591048,289323.3188626704,329650.5753551303,371503.8321452864,413940.3782239226,455919.51121245575,496469.186154152,534809.398169301,570407.9259163418,602975.9678421987,632426.9851168668,658822.3271770325,682319.5512048538,703130.8501796533,721493.0764747226,737647.8658177954,751829.4284479994,764257.6837632736
1724,342000,403149.7773799046,469487.1681513736,540702.5959072856,616068.2883686043,694285.8502387321,773593.4937299538,852046.2996429501,927827.6593700544,999479.8588737756,1066008.254991196,1126873.120229683,1181912.7262839803,1231241.7261997,1275154.571104153,1314047.8183685322,1348364.1101330882,1378555.0279217816,1405058.2761159332,1428284.851623167
1725,419000,493917.4173163158,575190.4194603086,662439.7300735458,754773.7217147519,850601.6703217215,947765.128283189,1043881.2852350762,1136724.5300469382,1224508.94990676,1306015.9615243017,1380584.3198135586,1448015.8839561047,1508451.1206949542,1562250.775709474,1609900.6897555997,1651943.1641689003,1688931.4523369195,1721401.8061186434,1749857.7568131783
1726,383000,451480.5986447469,525770.7175496378,605523.6673464631,689924.4282022673,777518.9492439602,866334.2342063518,954192.201062134,1039058.460639564,1119300.5437095207,1193804.5662620706,1261966.096631487,1323604.0180314754,1378846.728463407,1428023.9787511425,1471579.866769438,1510010.0999443647,1543820.3967662058,1573500.9349485452,1599511.9829581082
1727,290000,341852.1504098606,398103.15428040456,458490.5053014995,522397.0866283486,588721.9197930769,655971.0911745222,722495.4002820337,786754.4480038474,847512.1610333185,903925.1285013068,955535.6867444678,1002206.6977261824,1044035.3818652428,1081271.419942118,1114251.074055188,1143349.6840309813,1168950.169875195,1191423.6844257913,1211118.7338325102
1728,175000,206290.09076457104,240234.66206576137,276675.3049233187,315239.62124124484,355263.2274613395,395844.6239846255,435988.6036184686,474765.6151747355,511429.7523476922,545472.0603025127,576616.3626906271,604779.9038002825,630021.3511255775,652491.3741030023,672392.8895160619,689952.3955359369,705400.964579859,718962.5681879775,730847.5117954803
1729,156000,183892.8809101319,214152.04161290728,246636.2718173584,281013.60522076685,316691.7913369655,352867.2076662947,388652.6980827492,423219.6340986214,455903.0935213713,486249.3794696684,514012.3004556447,539118.0856733946,561619.0330033719,581649.453486105,599390.2329400323,615043.2783063209,628814.5741397601,640903.7750704257,651498.3533719709
1730,219000,258157.31358537747,300636.5199565813,346239.3815897531,394499.868867615,444586.5532230477,495371.2723007599,545608.5953853979,594135.2555615262,640017.8043665405,682619.321178573,721594.1910242705,756838.8510414964,788426.7194085799,816546.3481631858,841451.6731658145,863426.1406992582,882758.9213885093,899730.2996180976,914603.457618344
1731,241000,284090.9249957807,330837.44890199136,381021.41992297024,434129.9926808,489248.2161039018,545134.596458827,600418.5912688625,653820.0757549214,704311.8303759646,751192.9516166032,794083.1051910922,832868.3246621033,867629.403550081,898573.8351932775,925981.0649906908,950163.0132809188,971437.8997928344,990114.1653331576,1006481.4305297756
1732,280000,330064.14522331365,384375.4593052182,442680.48787730985,504383.3939859918,568421.1639381432,633351.3983754008,697581.7657895498,759624.9842795768,818287.6037563075,872755.2964840203,922586.1803050034,967647.846080452,1008034.161800924,1043986.1985648036,1075828.623225699,1103923.8328574991,1128641.5433277744,1150340.1091007642,1169356.0188727684
1733,216000,254620.91202941345,296518.2114640255,341496.3763624962,389095.761074908,438496.3264665676,488585.3644610234,538134.5050376527,585996.4164442449,631250.4371834373,673268.3715733871,711709.3390924312,746471.1955477772,777626.3533892842,805360.7817499914,829924.9379169678,851598.3853472136,870666.3334242832,887405.2270205894,902074.6431304212
1734,233000,274660.5208465432,319855.2929218423,368373.4059836186,419719.03856691456,473007.61141995486,527038.8422195299,580487.6836748753,632116.5047755049,680932.1845543559,726257.0860027741,767723.5000395207,805221.243345519,838828.427498626,868745.6580914259,895243.1043270995,918622.3323421332,939190.998554898,957247.3050731358,973071.2585619822
1735,135000,159138.07001838338,185323.8821650159,213435.2352265601,243184.85067181743,274060.2040416048,305365.85278813966,336334.06564853294,366247.7602776531,394531.52323964826,420792.7322333669,444818.3369327695,466544.4972173608,486016.4708683026,503350.48859374464,518703.0861981048,532248.9908420085,544166.458390177,554628.2668878684,563796.6519565133
1736,119000,140277.2617199083,163359.57020471775,188139.2073478567,214362.9424440465,241578.99467371087,269174.3443095453,296472.25046055863,322840.61831882014,347772.2315964307,370921.0010057086,392099.1266296264,411250.3345841921,428414.5187653927,443694.1343900416,457227.1648709221,469167.6289644371,479672.65591430414,488894.5463678247,496976.30802092655
1737,180000,212184.0933578445,247098.50955335452,284580.3136354135,324246.46756242326,365413.6053888063,407154.4703841862,448445.4208647106,488330.3470368708,526042.0309861976,561056.976311156,593091.1159103593,622059.3296231477,648021.9611577368,671133.9847916595,691604.1149308064,709665.321122678,725555.2778535692,739504.3558504912,751728.869275351
1738,178000,209826.49232053512,244352.9705583173,281418.31015057553,320643.72903395194,361353.4542178196,402630.53182436194,443462.6939662138,482904.4542920167,520197.1195307955,554823.0099076986,586501.2146224665,615147.5592940015,640821.7171448731,663676.9405161967,683919.6247649086,701780.1508879815,717493.5525440852,731287.6407854857,743376.3262834027
1739,193000,227508.5001003555,264944.5130210968,305133.33628686,347664.2679974872,391804.5880002201,436560.0710230441,480833.14570493967,523598.64987842256,564033.955446312,601577.7579336283,635925.4742816631,666985.8367625972,694823.5472413512,719604.7725821682,741553.3010091424,760918.9276482047,777956.492365216,792913.0037730266,806020.3987230153
1740,199000,234581.30321228364,273181.13000620867,314619.34674137377,358472.4835829013,403985.0415131804,450131.886702517,495781.32640043,539876.3281129849,581568.6898125185,620279.6571440002,655695.1781453417,687721.1477500355,716424.2792799424,741975.9054085569,764606.771506836,784574.438352294,802141.6682936683,817563.148968043,831078.0276988604
1741,194000,228687.3006190102,266317.2825186155,306714.33802927897,349465.6372617229,393834.6635857135,438822.0403029562,483324.509154188,526311.5962508497,566956.411174013,604694.741135357,639220.4249256095,670441.7219271703,698423.669247783,723333.2947198997,745395.5460920914,764861.512765553,781987.355019958,797021.3613055294,810196.6702189895
1742,177000,208647.69180188043,242980.20106079863,279837.30840815656,318842.3597697162,359323.3786323262,400368.56254444976,440971.3305169654,480191.5079195896,517274.6638030944,551706.0267059699,583206.26397852,611691.6741294286,637221.5951384412,659948.4183784652,680077.3796819596,697837.5657706333,713462.6898893431,727179.283252983,739200.0547874286
1743,186000,219256.89646977265,255335.1265384664,294066.32408992725,335054.6831478374,377594.05890176655,420726.2860636591,463393.6015602009,504608.0252714332,543576.7653524043,579758.8755215277,612860.8197740379,642794.6406105859,669622.693196328,693505.1176180481,714657.5854285,733320.8318267672,749740.4537820217,764154.5010455076,776786.4982511961
1744,185000,218078.09595111795,253962.3570409477,292485.3223475083,333253.3138836017,375563.9833162732,418464.3167837469,460902.2381109525,501895.07889900607,540654.3096247031,576641.8923197992,609565.8691300915,639338.7554460128,666022.5711898962,689776.5954803167,710815.340345551,729378.2467094191,745709.5911272796,760046.1435130049,772610.226755222
1745,195000,229866.1011376649,267690.0520161341,308295.33977169794,351267.00652595854,395864.7391712068,441084.0095828684,485815.87260343647,529024.5426232767,569878.8669017141,607811.7243370855,642515.3755695559,673897.6070917433,702023.791254215,727061.8168576311,749237.7911750403,768804.0978829011,786018.2176747001,801129.7188380321,814372.9417149636
1746,166000,195680.8860966788,227879.73658809368,262446.289241548,299027.2978631237,336992.54719189915,375486.90046541614,413566.3325752331,450349.097822892,485127.6507983823,517419.2114869549,546961.8068951091,573676.937319125,597620.2530676906,618934.6748634194,637812.6837695215,654469.129479803,669123.2006871806,681987.3503954529,693261.0683317126
1747,276000,325348.94314869493,378884.38131514366,436356.480907634,497177.916929049,560300.8615961698,624303.5212557522,687616.3119925562,748773.1987898685,806597.7808455031,860287.3636771057,909406.3777292176,953824.3054221596,993633.6737751964,1029072.110013878,1060459.6428939032,1088153.4923881062,1112518.0927088065,1133906.6789707532,1152650.9328888718
1748,338000,398434.5753052858,463996.0901612991,534378.5889376097,608862.8113116615,686165.5478967585,764545.6166103052,842080.8458459565,916975.8738803464,987790.0359629712,1053540.3221842817,1113693.317653897,1168089.1856256884,1216841.2381739726,1260240.482553227,1298678.8380367365,1332593.7696636952,1362431.5773028135,1388624.8459859225,1411579.7656392704
1749,451000,531639.0339132659,619119.0433809051,713031.7858309527,812417.5381702939,915564.0890575092,1020148.1452403776,1123604.9156110247,1223538.813964604,1318027.5331931952,1405759.4239796184,1486022.7404198446,1558604.2092224422,1623655.024900774,1681563.4841168802,1732852.532409965,1778105.8879240432,1817919.057288665,1852869.2471587304,1883498.444684352
1750,318000,374858.564932192,436540.7002109264,502758.5540892305,572835.4260269478,645564.0361868911,719306.2310120623,792253.5768609886,862716.946431805,929340.9214089492,991200.6581497088,1047794.3047749682,1098971.4823342275,1144838.798045335,1185670.0397985985,1221833.9363777582,1253742.067316731,1281814.3242079725,1306457.6953358678,1328054.3357197868
1751,192000,226329.6995817008,263571.7435235782,303552.334544441,345862.8987332515,389774.5124147268,434298.10174313193,478341.7822556912,520885.7035059955,561111.4997186109,598460.7747318996,632630.5236377167,663529.9515980242,691223.4252349193,715876.2504444368,737711.0559261936,756976.3425308565,773925.6297104739,788804.6462405239,801844.1272270412
1752,288000,339494.5493725512,395357.6152853673,455328.5018166616,518794.3480998773,584661.7686220901,651447.1526146979,717512.6733835369,781328.5552589933,841667.2495779163,897691.1620978494,948945.7854565748,995294.9273970362,1036835.1378523788,1073814.3756666551,1106566.5838892902,1135464.5137962848,1160888.4445657108,1183206.9693607858,1202766.1908405616
1753,267000,314739.7384808027,366529.455837476,422127.4652258633,480965.5935509279,542030.1813267294,603945.7977365429,665194.0409493207,724356.681438025,780295.6792961933,832234.5148615479,879751.8219336997,922721.3389410024,961232.5757173096,995515.410774295,1025879.4371473629,1052670.2263319723,1076240.3288161275,1096931.4611782285,1115064.489425104
1754,177000,208647.69180188043,242980.20106079863,279837.30840815656,318842.3597697162,359323.3786323262,400368.56254444976,440971.3305169654,480191.5079195896,517274.6638030944,551706.0267059699,583206.26397852,611691.6741294286,637221.5951384412,659948.4183784652,680077.3796819596,697837.5657706333,713462.6898893431,727179.283252983,739200.0547874286
1755,244000,287627.3265517448,334955.7573945473,385764.4251502272,439534.10047350713,495338.4428603819,551920.5042985635,607892.6816166077,661958.9148722027,713079.197559068,760543.9012217891,803967.9571229315,843235.9801558224,878429.7695693766,909759.4016064716,937507.8002395376,961990.7686329634,983530.4877570606,1002439.2379306658,1019010.2450176982
1756,197000,232223.70217497423,270435.59101117135,311457.3432565359,354869.7450544299,399924.8903421936,445607.9481426927,490798.5995019332,534450.4353681308,575723.7783571164,614045.6907405428,649105.2768574489,680809.3774208894,709224.0352670787,734518.8611330941,756922.2813409382,776689.2681175976,794079.9429841841,809346.4339030376,822725.4847069121
1757,240000,282912.124477126,329464.6794044728,379440.4181805513,432328.6234165644,487218.1405184085,542872.627178915,597927.2278196141,651107.1293824944,701389.3746482636,748075.9684148745,790788.1545471457,829412.4394975302,864029.2815436492,894845.313055546,922138.819907742,946220.4281635706,967407.0371380924,986005.8078006548,1002305.1590338014
1758,214000,252263.31099210403,293772.67246898817,338334.3728776582,385493.0225464366,434436.1752955809,484061.4259011992,533151.7781391559,580570.5236993908,625405.525728035,667034.4051699297,705119.4378045383,739559.4252186312,770426.1093764205,797903.7374745285,822240.4477510699,843713.2151125171,862604.608114799,879188.5119555839,893722.100138473
1759,195000,229866.1011376649,267690.0520161341,308295.33977169794,351267.00652595854,395864.7391712068,441084.0095828684,485815.87260343647,529024.5426232767,569878.8669017141,607811.7243370855,642515.3755695559,673897.6070917433,702023.791254215,727061.8168576311,749237.7911750403,768804.0978829011,786018.2176747001,801129.7188380321,814372.9417149636
1760,148000,174462.47676089438,203169.8856327582,233988.25787800664,266602.6511068814,300451.1866530185,334771.4534269975,368721.790488762,401516.0631192049,432523.4476997625,461313.51385583926,487652.6953040732,511471.0043568103,532818.056951917,551821.2763842534,568652.2722764409,583502.5973675352,596567.6729018237,608036.9148104038,618088.1814041776
1761,153000,180356.47935416785,210033.73312035136,241893.26659010144,275609.4974280598,310601.5645804854,346081.2998265583,381178.607735004,415080.7949813402,447135.726338268,476898.4298644825,504127.4485238054,528750.4301796756,550818.6669840763,570463.8870729106,587863.4976911854,603215.5229542763,616721.9861755338,628578.7024729175,638969.5388840485
1762,114000,134383.25912663486,156495.72271712456,180234.19863576183,205356.09612286807,231428.616746244,257864.4979099846,284015.43321431667,309275.88645668485,333159.9529579252,355336.0849970654,375624.37340989424,393970.90876132686,410413.9087332333,425051.5237013844,438015.9394561774,449454.7033776961,459518.3426405939,468352.7587053111,476094.9505410557
1763,140000,165032.07261165683,192187.7296526091,221340.2439386549,252191.6969929959,284210.5819690716,316675.6991877004,348790.8828947749,379812.4921397884,409143.80187815375,436377.64824201015,461293.0901525017,483823.923040226,504017.080900462,521993.09928240185,537914.3116128495,551961.9164287496,564320.7716638872,575170.0545503821,584678.0094363842
1764,157000,185071.6814287866,215524.81111042592,248217.2735597773,282814.9744850025,318721.86692245887,355129.17694620683,391144.0615319976,425932.5804710484,458825.5492490725,489366.3626713971,517307.2510995912,542573.9708379677,565219.1550098038,585377.9756238364,603232.4780229812,618985.8634236691,632845.4367945021,645012.1326029284,655674.6248679451
1765,162000,190965.68402206004,222388.6585980191,256122.28227187213,291821.82080618094,328872.2448499257,366439.0233457676,403600.87877823954,439497.3123331837,473437.82788757794,504951.2786800403,533782.0043193233,559853.3966608329,583219.7650419632,604020.5863124935,622443.7034377258,638698.7890104102,652999.7500682124,665553.9202654421,676555.982347816
